Epoch,Loss,Train Accuracy,Test Accuracy,Time
1.0,1.9981869459152222,0.3717916666666667,0.37575,0.2172868251800537
2.0,1.6979069709777832,0.5887708333333334,0.5955,0.14914703369140625
3.0,1.4578557014465332,0.6436041666666666,0.6514166666666666,0.13252687454223633
4.0,1.2748674154281616,0.6595416666666667,0.6696666666666666,0.13351678848266602
5.0,1.1369357109069824,0.6690416666666666,0.678,0.1317768096923828
6.0,1.0329378843307495,0.6767291666666667,0.685,0.14651751518249512
7.0,0.9527206420898438,0.687,0.6950833333333334,0.14450860023498535
8.0,0.8888960480690002,0.6987708333333333,0.706,0.1435246467590332
9.0,0.8367725014686584,0.7118125,0.7191666666666666,0.13665151596069336
10.0,0.7933123707771301,0.7241458333333334,0.729,0.1479330062866211
11.0,0.7564775347709656,0.7342916666666667,0.7386666666666667,0.13796234130859375
12.0,0.7248137593269348,0.7426041666666666,0.7451666666666666,0.13455510139465332
13.0,0.6971988677978516,0.7500625,0.7525833333333334,0.13752484321594238
14.0,0.6729433536529541,0.756625,0.7569166666666667,0.13664627075195312
15.0,0.6513221859931946,0.763125,0.7620833333333333,0.14247989654541016
16.0,0.6319648623466492,0.7686875,0.7679166666666667,0.14358782768249512
17.0,0.6144109964370728,0.7745208333333333,0.7728333333333334,0.13862156867980957
18.0,0.5980250239372253,0.7789583333333333,0.7785,0.14451122283935547
19.0,0.583486795425415,0.784,0.7824166666666666,0.14850163459777832
20.0,0.570285439491272,0.7880833333333334,0.7855,0.1405317783355713
21.0,0.5582196116447449,0.7913125,0.7889166666666667,0.13158702850341797
22.0,0.5471358895301819,0.7949583333333333,0.7915833333333333,0.12664031982421875
23.0,0.5369121432304382,0.7974375,0.7944166666666667,0.12825965881347656
24.0,0.5274416208267212,0.7998958333333334,0.7970833333333334,0.1275646686553955
25.0,0.5186304450035095,0.8026041666666667,0.79925,0.12657690048217773
26.0,0.5104284882545471,0.8057708333333333,0.8020833333333334,0.12956714630126953
27.0,0.5027648210525513,0.8080833333333334,0.8050833333333334,0.13312721252441406
28.0,0.49555131793022156,0.8100208333333333,0.8069166666666666,0.1315310001373291
29.0,0.4887734353542328,0.8121041666666666,0.8085,0.1255803108215332
30.0,0.482377290725708,0.8141666666666667,0.8104166666666667,0.1298205852508545
31.0,0.47633108496665955,0.8159375,0.812,0.12948131561279297
32.0,0.470604807138443,0.8175416666666667,0.8136666666666666,0.1255803108215332
33.0,0.4651784598827362,0.8186875,0.8156666666666667,0.1285715103149414
34.0,0.4600329101085663,0.8202708333333333,0.8178333333333333,0.1287245750427246
35.0,0.4551425278186798,0.8219375,0.8198333333333333,0.132035493850708
36.0,0.4504893720149994,0.823125,0.8205,0.125579833984375
37.0,0.4460565149784088,0.8247291666666666,0.8215,0.1265718936920166
38.0,0.44182467460632324,0.8258541666666667,0.82275,0.128570556640625
39.0,0.43776166439056396,0.8270208333333333,0.8234166666666667,0.12757349014282227
40.0,0.4336700737476349,0.8283958333333333,0.8245,0.12458372116088867
41.0,0.4298607110977173,0.8293958333333333,0.8258333333333333,0.12956690788269043
42.0,0.42625507712364197,0.8303541666666666,0.82675,0.128570556640625
43.0,0.42279502749443054,0.8316875,0.8275,0.12657666206359863
44.0,0.4194812476634979,0.8326875,0.828,0.12656855583190918
45.0,0.416305273771286,0.8338125,0.8281666666666667,0.1285696029663086
46.0,0.41323551535606384,0.8346875,0.8280833333333333,0.1275637149810791
47.0,0.410273939371109,0.835625,0.8286666666666667,0.12955880165100098
48.0,0.407415509223938,0.8361875,0.8294166666666667,0.12757253646850586
49.0,0.40470314025878906,0.8368333333333333,0.8301666666666667,0.13454127311706543
50.0,0.40193891525268555,0.8376458333333333,0.831,0.12823081016540527
51.0,0.39933812618255615,0.8388541666666667,0.8315833333333333,0.12957763671875
52.0,0.3968273401260376,0.8394583333333333,0.8326666666666667,0.12955212593078613
53.0,0.39439812302589417,0.8401666666666666,0.83375,0.12689948081970215
54.0,0.3920620381832123,0.8408958333333333,0.8339166666666666,0.12656831741333008
55.0,0.3898031711578369,0.8412916666666667,0.835,0.1275651454925537
56.0,0.38761278986930847,0.84175,0.8351666666666666,0.13506793975830078
57.0,0.38547638058662415,0.8424583333333333,0.8356666666666667,0.1355912685394287
58.0,0.3834138810634613,0.8429166666666666,0.83625,0.1405165195465088
59.0,0.38140392303466797,0.8435416666666666,0.8368333333333333,0.12659525871276855
60.0,0.3794621229171753,0.8441666666666666,0.8370833333333333,0.13160133361816406
61.0,0.3775608539581299,0.8446041666666667,0.8378333333333333,0.13090944290161133
62.0,0.3757131099700928,0.8449791666666666,0.8383333333333334,0.12758398056030273
63.0,0.37392282485961914,0.8455416666666666,0.8391666666666666,0.12956643104553223
64.0,0.37216925621032715,0.8463125,0.8394166666666667,0.1315600872039795
65.0,0.37046220898628235,0.8467291666666666,0.84,0.13255715370178223
66.0,0.36880460381507874,0.8471041666666667,0.84,0.1315593719482422
67.0,0.3671928942203522,0.8474791666666667,0.8409166666666666,0.12861323356628418
68.0,0.3656233251094818,0.8479166666666667,0.8413333333333334,0.13619089126586914
69.0,0.3641000986099243,0.84825,0.8416666666666667,0.14254522323608398
70.0,0.3625955581665039,0.8485,0.8421666666666666,0.14187169075012207
71.0,0.3611501455307007,0.8489791666666666,0.8423333333333334,0.14351940155029297
72.0,0.3597451150417328,0.8494583333333333,0.8430833333333333,0.1409909725189209
73.0,0.35836443305015564,0.84975,0.843,0.13857269287109375
74.0,0.35702037811279297,0.8502083333333333,0.84325,0.14548444747924805
75.0,0.3557071387767792,0.850625,0.8440833333333333,0.13860726356506348
76.0,0.3544122874736786,0.85125,0.844,0.13953781127929688
77.0,0.35314539074897766,0.8514166666666667,0.8446666666666667,0.14358878135681152
78.0,0.35189759731292725,0.8516458333333333,0.8453333333333334,0.13753962516784668
79.0,0.35067784786224365,0.8518958333333333,0.8453333333333334,0.14551496505737305
80.0,0.3494817912578583,0.8523125,0.84575,0.14355039596557617
81.0,0.3483099043369293,0.8526458333333333,0.8465,0.1355600357055664
82.0,0.3471634089946747,0.8528125,0.8468333333333333,0.14352822303771973
83.0,0.3460301160812378,0.8529791666666666,0.8473333333333334,0.13953852653503418
84.0,0.3449223041534424,0.853,0.8475,0.15450048446655273
85.0,0.3438394367694855,0.8533125,0.8475833333333334,0.1534867286682129
86.0,0.34277892112731934,0.85375,0.8475833333333334,0.1415555477142334
87.0,0.34172800183296204,0.8542291666666667,0.84775,0.1455070972442627
88.0,0.3406793773174286,0.8544583333333333,0.8481666666666666,0.19128012657165527
89.0,0.33966508507728577,0.85475,0.8485833333333334,0.14954042434692383
90.0,0.3386325538158417,0.8551041666666667,0.8488333333333333,0.1365349292755127
91.0,0.3376191556453705,0.8553541666666666,0.8490833333333333,0.14050865173339844
92.0,0.33665159344673157,0.8558125,0.8493333333333334,0.13352632522583008
93.0,0.33570989966392517,0.8561666666666666,0.8494166666666667,0.1356220245361328
94.0,0.3347853720188141,0.8566041666666667,0.8496666666666667,0.14651918411254883
95.0,0.3338586986064911,0.8568333333333333,0.8499166666666667,0.14946651458740234
96.0,0.33296552300453186,0.8570416666666667,0.8500833333333333,0.14328837394714355
97.0,0.33206191658973694,0.8572708333333333,0.8505,0.13958144187927246
98.0,0.3311895430088043,0.8575416666666666,0.851,0.13957619667053223
99.0,0.33033934235572815,0.858,0.8510833333333333,0.14256048202514648
100.0,0.3295096755027771,0.8581875,0.8510833333333333,0.14659452438354492
