Epoch,Loss,Train Accuracy,Test Accuracy,Time
1.0,0.04986480623483658,0.776375,0.7775833333333333,3.428769826889038
2.0,0.045562323182821274,0.8006875,0.8,3.4175808429718018
3.0,0.04363780841231346,0.8100625,0.8074166666666667,3.964139223098755
4.0,0.04255829378962517,0.8140625,0.8105,3.8716681003570557
5.0,0.04186871275305748,0.8167916666666667,0.8133333333333334,4.0260279178619385
6.0,0.041386522352695465,0.8189791666666667,0.8165833333333333,3.945314645767212
7.0,0.0410260334610939,0.8210208333333333,0.8181666666666667,4.323879718780518
8.0,0.04074273630976677,0.822,0.8190833333333334,3.9754066467285156
9.0,0.04051175341010094,0.8225208333333334,0.8200833333333334,4.4981114864349365
10.0,0.04031828045845032,0.8234375,0.8204166666666667,4.4376280307769775
11.0,0.04015299677848816,0.8239375,0.82025,5.077212810516357
12.0,0.04000973328948021,0.82475,0.821,4.567254543304443
13.0,0.03988420218229294,0.8254583333333333,0.8214166666666667,5.24217963218689
14.0,0.03977331891655922,0.8259791666666667,0.8220833333333334,4.903027534484863
15.0,0.03967476636171341,0.8265625,0.8218333333333333,5.09444260597229
16.0,0.03958674520254135,0.8266875,0.8224166666666667,5.118261098861694
17.0,0.03950783610343933,0.8269791666666667,0.82225,5.370603561401367
