Epoch,Loss,Train Accuracy,Test Accuracy,Time,Final Test Accuracy
1.0,0.8327543139457703,0.8184791666666666,0.81625,73.44329285621643,0.8601
2.0,0.9145744442939758,0.8409375,0.8374166666666667,143.90859246253967,0.8601
3.0,0.9465845823287964,0.8511458333333334,0.8460833333333333,254.07137250900269,0.8601
4.0,1.0021653175354004,0.8574166666666667,0.85225,289.93351697921753,0.8601
5.0,1.0550321340560913,0.8623958333333334,0.8558333333333333,352.59756803512573,0.8601
6.0,1.0769164562225342,0.8661875,0.859,402.746808052063,0.8601
7.0,1.0800793170928955,0.8689375,0.86125,445.3338544368744,0.8601
8.0,1.069467306137085,0.8717291666666667,0.8636666666666667,486.7299199104309,0.8601
9.0,1.1041827201843262,0.8744791666666667,0.8655,583.9622876644135,0.8601
10.0,1.1323519945144653,0.8769375,0.8659166666666667,762.0521790981293,0.8601
11.0,1.1297917366027832,0.87925,0.8678333333333333,971.4749889373779,0.8601
