Epoch,Loss,Train Accuracy,Test Accuracy,Time
1.0,2.035665988922119,0.3237083333333333,0.326,0.24701619148254395
2.0,1.7670973539352417,0.570625,0.57675,0.14550542831420898
3.0,1.540490746498108,0.6294791666666667,0.6376666666666667,0.13662457466125488
4.0,1.3610199689865112,0.654,0.6625833333333333,0.14774847030639648
5.0,1.2188926935195923,0.664125,0.67525,0.14352893829345703
6.0,1.1087440252304077,0.6706041666666667,0.6794166666666667,0.1853806972503662
7.0,1.022852897644043,0.6780208333333333,0.6855833333333333,0.14052987098693848
8.0,0.9539167284965515,0.6867708333333333,0.6945,0.14373993873596191
9.0,0.8973810076713562,0.6974375,0.70475,0.1394977569580078
10.0,0.8500444293022156,0.7089791666666667,0.7165833333333333,0.15746569633483887
11.0,0.8097996115684509,0.7199583333333334,0.7251666666666666,0.1673603057861328
12.0,0.7750649452209473,0.7294583333333333,0.7341666666666666,0.18249058723449707
13.0,0.7447990775108337,0.7379791666666666,0.7403333333333333,0.18128561973571777
14.0,0.7181723117828369,0.7440208333333334,0.7468333333333333,0.18936824798583984
15.0,0.694457471370697,0.7508333333333334,0.7531666666666667,0.18936610221862793
16.0,0.6732590794563293,0.7566041666666666,0.7569166666666667,0.1794447898864746
17.0,0.654055655002594,0.7622916666666667,0.7623333333333333,0.19733738899230957
18.0,0.6366606950759888,0.7674375,0.7663333333333333,0.18747305870056152
19.0,0.6207101345062256,0.7724166666666666,0.77025,0.15437865257263184
20.0,0.6060172319412231,0.7772708333333334,0.7755833333333333,0.19734835624694824
21.0,0.5921615958213806,0.7810833333333334,0.7806666666666666,0.1735062599182129
22.0,0.5797353386878967,0.78525,0.7830833333333334,0.16345429420471191
23.0,0.5682883262634277,0.7885833333333333,0.7855833333333333,0.17237377166748047
24.0,0.5576907992362976,0.7913333333333333,0.7891666666666667,0.18239593505859375
25.0,0.5478153824806213,0.7946875,0.7914166666666667,0.1564781665802002
26.0,0.5386212468147278,0.797,0.79325,0.14055323600769043
27.0,0.5300483107566833,0.799125,0.7965,0.1424257755279541
28.0,0.5220152139663696,0.8016041666666667,0.7980833333333334,0.13354992866516113
29.0,0.5144673585891724,0.8038333333333333,0.8004166666666667,0.15057992935180664
30.0,0.5073700547218323,0.8064375,0.8033333333333333,0.1356368064880371
31.0,0.5006635785102844,0.8085416666666667,0.8056666666666666,0.1583864688873291
32.0,0.4943111836910248,0.8103333333333333,0.807,0.1336348056793213
33.0,0.48828601837158203,0.8118125,0.8083333333333333,0.13555407524108887
34.0,0.4825650453567505,0.8139166666666666,0.8099166666666666,0.13254714012145996
35.0,0.47713592648506165,0.8153125,0.8116666666666666,0.1325516700744629
