Epoch,Loss,Train Accuracy,Test Accuracy,Time
1.0,0.09407352656126022,0.7375625,0.7396666666666667,2.76275634765625
2.0,0.0773378312587738,0.7636875,0.7654166666666666,1.9463741779327393
3.0,0.06939493119716644,0.7875208333333333,0.78675,1.6704273223876953
4.0,0.06568252295255661,0.7973125,0.7965,1.6652464866638184
5.0,0.0639866515994072,0.8021666666666667,0.8,1.6594560146331787
6.0,0.06230897083878517,0.8036875,0.8015833333333333,1.6633589267730713
7.0,0.0609000138938427,0.8061041666666666,0.8055,1.6649551391601562
8.0,0.05974790081381798,0.8118958333333334,0.8105,1.6726739406585693
9.0,0.05799492448568344,0.8156875,0.8145833333333333,1.6627418994903564
10.0,0.05710364133119583,0.8172916666666666,0.8151666666666667,1.6713619232177734
11.0,0.056015267968177795,0.8194375,0.8175,1.6804463863372803
12.0,0.05513747036457062,0.8211041666666666,0.8190833333333334,1.6605942249298096
13.0,0.054200492799282074,0.82325,0.8213333333333334,1.6773889064788818
14.0,0.052821144461631775,0.8251666666666667,0.8223333333333334,1.6705772876739502
15.0,0.052119676023721695,0.8280625,0.8265,1.691462516784668
16.0,0.05228067561984062,0.829375,0.8270833333333333,1.6624276638031006
17.0,0.0510651171207428,0.8336666666666667,0.8306666666666667,1.6892356872558594
18.0,0.05053302273154259,0.8362708333333333,0.83275,1.6817071437835693
19.0,0.04971370846033096,0.8383125,0.8343333333333334,1.671614170074463
20.0,0.04933542385697365,0.8409375,0.8363333333333334,1.670921802520752
21.0,0.04876508191227913,0.8435833333333334,0.839,1.6741828918457031
22.0,0.048701491206884384,0.846375,0.84025,1.6654057502746582
23.0,0.047774117439985275,0.8485,0.8435,1.6876416206359863
24.0,0.04675668850541115,0.8502708333333333,0.8451666666666666,1.6684348583221436
25.0,0.04570930451154709,0.8526875,0.8471666666666666,1.6615781784057617
26.0,0.04529612138867378,0.854375,0.84825,1.7320547103881836
27.0,0.04448311775922775,0.8563125,0.8505833333333334,1.652595043182373
28.0,0.044321805238723755,0.8577916666666666,0.8515,1.6721158027648926
29.0,0.04390436038374901,0.8588125,0.8519166666666667,1.6612129211425781
30.0,0.04350150749087334,0.8604166666666667,0.85325,1.6815168857574463
31.0,0.043428707867860794,0.8624166666666667,0.8541666666666666,1.678584337234497
32.0,0.042474307119846344,0.8634791666666667,0.85475,1.6691904067993164
33.0,0.041662923991680145,0.8649791666666666,0.8560833333333333,1.6666266918182373
34.0,0.041113097220659256,0.8662708333333333,0.8578333333333333,1.6648552417755127
35.0,0.04074358940124512,0.8678333333333333,0.8580833333333333,1.673316478729248
36.0,0.04074793681502342,0.8688125,0.85875,1.673466444015503
37.0,0.04040228947997093,0.8703125,0.86025,1.6913175582885742
38.0,0.03999728709459305,0.8714375,0.8618333333333333,1.6912379264831543
39.0,0.03920970857143402,0.8727083333333333,0.8625,1.6934928894042969
40.0,0.03919549658894539,0.8738125,0.8630833333333333,1.8192272186279297
41.0,0.03901398926973343,0.8744166666666666,0.8645,1.7969756126403809
42.0,0.03881709650158882,0.8754375,0.8651666666666666,2.41701602935791
43.0,0.038913752883672714,0.8767291666666667,0.8655833333333334,2.269103527069092
44.0,0.037942491471767426,0.8777708333333333,0.8663333333333333,1.9933521747589111
45.0,0.037700604647397995,0.8788333333333334,0.8675,1.8190367221832275
46.0,0.037561144679784775,0.8796458333333333,0.8679166666666667,1.8425524234771729
47.0,0.03649437800049782,0.8802916666666667,0.8683333333333333,1.8787147998809814
48.0,0.03635544702410698,0.8816458333333334,0.8685,1.8827025890350342
49.0,0.036234740167856216,0.8826666666666667,0.8688333333333333,1.8192565441131592
50.0,0.036098431795835495,0.883125,0.8693333333333333,1.7282276153564453
51.0,0.03638528287410736,0.88425,0.8704166666666666,1.8299708366394043
52.0,0.0351417139172554,0.8847708333333333,0.8706666666666667,1.7409193515777588
53.0,0.03534460440278053,0.8862291666666666,0.8726666666666667,1.776228666305542
54.0,0.03477612882852554,0.8869583333333333,0.8729166666666667,1.7236080169677734
55.0,0.03442775085568428,0.8881041666666667,0.8735,1.901869535446167
56.0,0.03434496000409126,0.8888125,0.8741666666666666,1.7252776622772217
57.0,0.03430976718664169,0.8895208333333333,0.8750833333333333,1.7382855415344238
58.0,0.0342831127345562,0.8902916666666667,0.875,1.7289941310882568
