Epoch,Loss,Train Accuracy,Test Accuracy,Time
1.0,2.035665988922119,0.3237083333333333,0.326,0.25415539741516113
2.0,1.7670973539352417,0.570625,0.57675,0.13055205345153809
3.0,1.540490746498108,0.6294791666666667,0.6376666666666667,0.13651442527770996
4.0,1.3610199689865112,0.654,0.6625833333333333,0.13582444190979004
5.0,1.2188926935195923,0.664125,0.67525,0.13750982284545898
6.0,1.1087440252304077,0.6706041666666667,0.6794166666666667,0.13144707679748535
7.0,1.022852897644043,0.6780208333333333,0.6855833333333333,0.13653564453125
8.0,0.9539167284965515,0.6867708333333333,0.6945,0.12059640884399414
9.0,0.8973810076713562,0.6974375,0.70475,0.12155604362487793
10.0,0.8500444293022156,0.7089791666666667,0.7165833333333333,0.12060284614562988
11.0,0.8097996115684509,0.7199583333333334,0.7251666666666666,0.12256526947021484
12.0,0.7750649452209473,0.7294583333333333,0.7341666666666666,0.12167525291442871
13.0,0.7447990775108337,0.7379791666666666,0.7403333333333333,0.12263917922973633
14.0,0.7181723117828369,0.7440208333333334,0.7468333333333333,0.12159204483032227
15.0,0.694457471370697,0.7508333333333334,0.7531666666666667,0.1215965747833252
16.0,0.6732590794563293,0.7566041666666666,0.7569166666666667,0.1216893196105957
17.0,0.654055655002594,0.7622916666666667,0.7623333333333333,0.1210777759552002
18.0,0.6366606950759888,0.7674375,0.7663333333333333,0.12059736251831055
19.0,0.6207101345062256,0.7724166666666666,0.77025,0.11760926246643066
20.0,0.6060172319412231,0.7772708333333334,0.7755833333333333,0.12384414672851562
21.0,0.5921615958213806,0.7810833333333334,0.7806666666666666,0.1255793571472168
22.0,0.5797353386878967,0.78525,0.7830833333333334,0.12657594680786133
23.0,0.5682883262634277,0.7885833333333333,0.7855833333333333,0.12473058700561523
24.0,0.5576907992362976,0.7913333333333333,0.7891666666666667,0.12259030342102051
25.0,0.5478153824806213,0.7946875,0.7914166666666667,0.1243138313293457
26.0,0.5386212468147278,0.797,0.79325,0.12259674072265625
