Epoch,Loss,Train Accuracy,Test Accuracy,Time,Final Test Accuracy
1.0,2.035665988922119,0.3237083333333333,0.326,0.28007006645202637,0.8607
2.0,1.7670973539352417,0.570625,0.57675,0.15353083610534668,0.8607
3.0,1.540490746498108,0.6294791666666667,0.6376666666666667,0.12857770919799805,0.8607
4.0,1.3610199689865112,0.654,0.6625833333333333,0.12661504745483398,0.8607
5.0,1.2188926935195923,0.664125,0.67525,0.13254833221435547,0.8607
6.0,1.1087440252304077,0.6706041666666667,0.6794166666666667,0.12943363189697266,0.8607
7.0,1.022852897644043,0.6780208333333333,0.6855833333333333,0.12966227531433105,0.8607
8.0,0.9539167284965515,0.6867708333333333,0.6945,0.12461495399475098,0.8607
9.0,0.8973810076713562,0.6974375,0.70475,0.12258291244506836,0.8607
10.0,0.8500444293022156,0.7089791666666667,0.7165833333333333,0.12059354782104492,0.8607
11.0,0.8097996115684509,0.7199583333333334,0.7251666666666666,0.12348675727844238,0.8607
12.0,0.7750649452209473,0.7294583333333333,0.7341666666666666,0.12163376808166504,0.8607
13.0,0.7447990775108337,0.7379791666666666,0.7403333333333333,0.1256120204925537,0.8607
14.0,0.7181723117828369,0.7440208333333334,0.7468333333333333,0.11960959434509277,0.8607
15.0,0.694457471370697,0.7508333333333334,0.7531666666666667,0.12060189247131348,0.8607
16.0,0.6732590794563293,0.7566041666666666,0.7569166666666667,0.12059164047241211,0.8607
17.0,0.654055655002594,0.7622916666666667,0.7623333333333333,0.11960840225219727,0.8607
18.0,0.6366606950759888,0.7674375,0.7663333333333333,0.1195993423461914,0.8607
19.0,0.6207101345062256,0.7724166666666666,0.77025,0.12063455581665039,0.8607
20.0,0.6060172319412231,0.7772708333333334,0.7755833333333333,0.12338995933532715,0.8607
21.0,0.5921615958213806,0.7810833333333334,0.7806666666666666,0.12358617782592773,0.8607
22.0,0.5797353386878967,0.78525,0.7830833333333334,0.12059664726257324,0.8607
23.0,0.5682883262634277,0.7885833333333333,0.7855833333333333,0.11959958076477051,0.8607
24.0,0.5576907992362976,0.7913333333333333,0.7891666666666667,0.12053942680358887,0.8607
25.0,0.5478153824806213,0.7946875,0.7914166666666667,0.12159872055053711,0.8607
26.0,0.5386212468147278,0.797,0.79325,0.11959195137023926,0.8607
27.0,0.5300483107566833,0.799125,0.7965,0.1230313777923584,0.8607
28.0,0.5220152139663696,0.8016041666666667,0.7980833333333334,0.11960029602050781,0.8607
29.0,0.5144673585891724,0.8038333333333333,0.8004166666666667,0.125579833984375,0.8607
30.0,0.5073700547218323,0.8064375,0.8033333333333333,0.11960005760192871,0.8607
31.0,0.5006635785102844,0.8085416666666667,0.8056666666666666,0.11960840225219727,0.8607
32.0,0.4943111836910248,0.8103333333333333,0.807,0.12158346176147461,0.8607
33.0,0.48828601837158203,0.8118125,0.8083333333333333,0.11859703063964844,0.8607
34.0,0.4825650453567505,0.8139166666666666,0.8099166666666666,0.11960005760192871,0.8607
35.0,0.47713592648506165,0.8153125,0.8116666666666666,0.12139439582824707,0.8607
36.0,0.4719681441783905,0.8170833333333334,0.8129166666666666,0.15839886665344238,0.8607
37.0,0.46705079078674316,0.8181875,0.8144166666666667,0.13555431365966797,0.8607
38.0,0.4623546600341797,0.8194583333333333,0.8166666666666667,0.1266775131225586,0.8607
39.0,0.4578709602355957,0.8207083333333334,0.8183333333333334,0.12659931182861328,0.8607
40.0,0.45358964800834656,0.8220833333333334,0.81975,0.12468504905700684,0.8607
41.0,0.4494943618774414,0.8235625,0.82,0.12358355522155762,0.8607
42.0,0.44556137919425964,0.8248125,0.8209166666666666,0.12354898452758789,0.8607
43.0,0.44178763031959534,0.82575,0.8221666666666667,0.12259244918823242,0.8607
44.0,0.43815669417381287,0.8269583333333334,0.8226666666666667,0.1265885829925537,0.8607
45.0,0.4346529543399811,0.8282291666666667,0.82325,0.12252688407897949,0.8607
46.0,0.43114998936653137,0.8288333333333333,0.82425,0.12358856201171875,0.8607
47.0,0.4277993440628052,0.8298333333333333,0.8256666666666667,0.12059569358825684,0.8607
48.0,0.4246402084827423,0.83075,0.8264166666666667,0.1190950870513916,0.8607
49.0,0.4215731918811798,0.831875,0.8273333333333334,0.12464404106140137,0.8607
50.0,0.4186122715473175,0.8329583333333334,0.8278333333333333,0.12159347534179688,0.8607
51.0,0.41577649116516113,0.8339375,0.82775,0.12335491180419922,0.8607
52.0,0.4130575954914093,0.8347083333333334,0.82825,0.12956643104553223,0.8607
53.0,0.41038668155670166,0.8355208333333334,0.8283333333333334,0.1225893497467041,0.8607
54.0,0.40780672430992126,0.8363541666666666,0.8290833333333333,0.12358617782592773,0.8607
55.0,0.40531131625175476,0.836625,0.8298333333333333,0.12159299850463867,0.8607
56.0,0.40289178490638733,0.8373125,0.8306666666666667,0.12259054183959961,0.8607
57.0,0.4005407989025116,0.8381041666666667,0.8316666666666667,0.12358331680297852,0.8607
58.0,0.39828386902809143,0.838875,0.8323333333333334,0.12657737731933594,0.8607
59.0,0.396093487739563,0.8393333333333334,0.8333333333333334,0.1225895881652832,0.8607
60.0,0.393957257270813,0.8398541666666667,0.834,0.1574726104736328,0.8607
61.0,0.39188826084136963,0.8406041666666667,0.8346666666666667,0.12857627868652344,0.8607
62.0,0.3898869454860687,0.8411458333333334,0.8351666666666666,0.12856817245483398,0.8607
63.0,0.38794568181037903,0.8416041666666667,0.8349166666666666,0.12767314910888672,0.8607
64.0,0.38606011867523193,0.8423958333333333,0.8355833333333333,0.1285707950592041,0.8607
65.0,0.3842160999774933,0.8427708333333334,0.8363333333333334,0.12538695335388184,0.8607
66.0,0.3824295997619629,0.8432291666666667,0.8364166666666667,0.12457442283630371,0.8607
67.0,0.3806724548339844,0.8437708333333334,0.837,0.12857770919799805,0.8607
68.0,0.37895631790161133,0.8442291666666667,0.8371666666666666,0.1255791187286377,0.8607
69.0,0.37729117274284363,0.8447916666666667,0.8375833333333333,0.12757420539855957,0.8607
70.0,0.37567391991615295,0.8449791666666666,0.838,0.12458324432373047,0.8607
71.0,0.37409552931785583,0.8456666666666667,0.8389166666666666,0.12458419799804688,0.8607
72.0,0.37255921959877014,0.846,0.83925,0.12658476829528809,0.8607
73.0,0.37105023860931396,0.8466041666666667,0.8398333333333333,0.1285696029663086,0.8607
74.0,0.36958980560302734,0.8470208333333333,0.84025,0.12657785415649414,0.8607
75.0,0.36816176772117615,0.84725,0.8405833333333333,0.1325669288635254,0.8607
76.0,0.3667626678943634,0.84775,0.8409166666666666,0.1265852451324463,0.8607
77.0,0.3653947412967682,0.8480625,0.841,0.1305551528930664,0.8607
78.0,0.3640696704387665,0.8482916666666667,0.8413333333333334,0.1305537223815918,0.8607
79.0,0.3627645671367645,0.8488125,0.8413333333333334,0.16245698928833008,0.8607
80.0,0.3614940643310547,0.8490625,0.8415,0.13853716850280762,0.8607
81.0,0.360251784324646,0.8494166666666667,0.8419166666666666,0.13255715370178223,0.8607
82.0,0.3590410649776459,0.8498333333333333,0.8425,0.13554668426513672,0.8607
83.0,0.35785290598869324,0.8500208333333333,0.8428333333333333,0.12956786155700684,0.8607
84.0,0.35669025778770447,0.8504375,0.84325,0.12961125373840332,0.8607
85.0,0.35555803775787354,0.8507291666666666,0.84375,0.13448119163513184,0.8607
86.0,0.35445094108581543,0.8510208333333333,0.8438333333333333,0.1285707950592041,0.8607
87.0,0.35336196422576904,0.8512708333333333,0.84425,0.12853264808654785,0.8607
88.0,0.352281779050827,0.8514583333333333,0.84475,0.12961077690124512,0.8607
89.0,0.3512289226055145,0.8517083333333333,0.8449166666666666,0.13564777374267578,0.8607
90.0,0.3502006530761719,0.8518541666666667,0.84525,0.12757349014282227,0.8607
91.0,0.3491959869861603,0.8521666666666666,0.8454166666666667,0.12956666946411133,0.8607
92.0,0.3482084572315216,0.8526666666666667,0.8455833333333334,0.13285231590270996,0.8607
93.0,0.3472243547439575,0.8528333333333333,0.8455833333333334,0.1285698413848877,0.8607
94.0,0.3462601900100708,0.8526041666666667,0.8463333333333334,0.13116812705993652,0.8607
95.0,0.3453035056591034,0.8530208333333333,0.84675,0.13056373596191406,0.8607
96.0,0.3443555533885956,0.8532916666666667,0.8471666666666666,0.13355374336242676,0.8607
97.0,0.3434128761291504,0.8536666666666667,0.8475,0.12956643104553223,0.8607
98.0,0.3424983024597168,0.8539166666666667,0.8475833333333334,0.12757563591003418,0.8607
99.0,0.34159910678863525,0.8542708333333333,0.8478333333333333,0.12757229804992676,0.8607
100.0,0.34068775177001953,0.8546041666666667,0.8481666666666666,0.1255800724029541,0.8607
101.0,0.3397984206676483,0.8548125,0.8483333333333334,0.12758183479309082,0.8607
